believe,相信,/bɪlˈiːv/,I believe this is the best answer.,我相信这是最好的答案。,v. 相信；认为。believe in 信仰
actually,事实上,/ˈaktʃuːəli/,"I thought the test was difficult, but actually it was quite easy.",我以为考试很难，但实际上很简单。,adv. 实际上；事实上
certainly,当然,/sˈɜːtənli/,I will certainly call you when I get there.,我到那里后一定会给你打电话。,adv. 当然；确实
most homes,大多数的房子,/mˈəʊst əv hˈəʊmz/,Most homes in this town have small gardens.,这个镇上大多数住宅都有小花园。,
experience,经历,/ɛkspˈiəɹɪəns/,Working in a shop gave her useful experience.,在商店工作给了她有用的经验。,n./v. 经验；经历。可数(一次经历)或不可数(经验)
gate,大门,/ɡˈeɪt/,Meet me at the school gate at four o’clock.,四点钟在学校大门口见我。,n. 大门；登机口
fact,事实,/fˈakt/,It is a fact that the earth goes around the sun.,地球绕着太阳转是一个事实。,n. 事实。in fact 事实上
pity,可惜,/pˈɪti/,It’s a pity that you can’t come with us.,你不能和我们一起来，真可惜。,n. 遗憾；可惜。What a pity! 真可惜！
suggest,建议,/sədʒˈɛst/,I suggest taking a bus because it is cheaper.,我建议坐公共汽车，因为更便宜。,v. 建议。suggest doing sth. / suggest that...
time went by,时间流逝（过去式）,/tˈaɪm wɛnt bˈaɪ/,Time went by quickly while we were playing games.,我们玩游戏时，时间过得很快。,phrase. time goes by的过去式。时间流逝
explain,解释,/ɛksplˈeɪn/,"Can you explain the rules again, please?",你能再解释一下规则吗？,v. 解释；说明。explain sth. to sb.
final night,最后一晚,/fˈaɪnəl nˈaɪt/,"On the final night, we had dinner by the sea.",最后一晚，我们在海边吃了晚饭。,
meet each other,见到彼此,/mˈiːt ˈiːtʃ ˈʌðə/,The two teams will meet each other in the final.,这两支队伍将在决赛中相遇。,
at an outdoor theatre,在户外剧院,/at aʊtdˈɔː θˈiətə/,We watched a play at an outdoor theatre.,我们在露天剧场看了一场戏。,
for the first time,第一次,/fəðə fˈɜːst tˈaɪm/,I visited Paris for the first time last summer.,去年夏天我第一次去了巴黎。,
know it well,非常了解它,/nˈəʊ ɪt wˈɛl/,If you know it well, you can teach it to others.,如果你非常了解它，你可以教给别人。,
animal,动物,/ˈanɪməl/,The elephant is my favourite animal.,大象是我最喜欢的动物。,
tent,帐篷,/tˈɛnt/,We slept in a tent near the lake.,我们睡在湖边的帐篷里。,n. 帐篷。put up a tent 搭帐篷
interesting,有趣的,/ˈɪntɹəstɪŋ/,The museum has an interesting exhibition about space.,博物馆有一个关于太空的有趣展览。,adj. 有趣的(修饰事物)。interested 感兴趣的(修饰人)
hotel,酒店,/həʊtˈɛl/,We stayed in a small hotel near the station.,我们住在车站附近的一家小旅馆。,
fell,摔倒；掉落（过去式）,/fˈɛl/,She fell off her bike and hurt her knee.,她从自行车上摔下来，伤了膝盖。,v. fall的过去式。fall off 从…摔下
borrow,借,/bˈɒɹəʊ/,Can I borrow your dictionary for a minute?,我能借你的字典用一分钟吗？,v. 借入。反义词 lend 借出
went,去了（过去式）,/wˈɛnt/,We went to the cinema after school.,放学后我们去了电影院。,v. go的过去式。went to 去了某地
tennis,网球,/tˈɛnɪs/,He plays tennis every Saturday morning.,他每周六早上打网球。,
was,是；在（过去式）,/wˈɒz/,It was cold and windy yesterday.,昨天天气又冷又刮风。,v. is/am的过去式。用于第一、三人称单数
textbook,课本,/tˈɛkstbʊk/,Please open your textbook on page twenty.,请把课本翻到第20页。,n. 教科书；课本
were,是；在（过去式）,/wˈɜː/,There were three messages on my phone.,我的手机上有三条信息。,v. are的过去式。用于复数和第二人称
special food,特别的食物,/spˈɛʃəl fˈuːd/,We always cook special food during the festival.,节日期间我们总会做特别的食物。,n. 特别的食物。special adj. 特别的
kicked,踢了（过去式）,/kˈɪkt/,The player kicked the ball into the net.,那名球员把球踢进了球网。,v. kick的过去式。kicked the ball 踢了球
attractive,吸引人的,/ɐtɹˈaktɪv/,The old town is very attractive in the evening.,这座老城在晚上非常有吸引力。,adj. 有吸引力的；迷人的。attract v. 吸引
