describe,描述,/dɪskɹˈaɪb/,Can you describe the man you saw at the station?,你能描述一下你在车站看到的那个人吗？,v. 描述。describe sth. to sb.
agree to,同意,/ɐɡɹˈiː tuː/,My parents agree to let me walk to school.,我父母同意让我走路上学。,
a few weeks later,几个星期后,/ɐ fjˈuː wˈiːks lˈeɪtə/,"A few weeks later, she received a letter from Canada.",几周后，她收到了一封来自加拿大的信。,
engineer,工程师,/ˌɛndʒɪnˈiə/,An engineer designed the new bridge.,一位工程师设计了这座新桥。,n. 工程师
England,英格兰,/ˈɪŋɡlənd/,My aunt lives in England.,我姑妈住在英格兰。,
astronaut,宇航员,/ˈastɹənˌɔːt/,The astronaut spent six months in space.,这名宇航员在太空待了六个月。,n. 宇航员
Florida,佛罗里达,/flˈɒɹɪdə/,Florida is famous for its warm weather and beaches.,佛罗里达以温暖的天气和海滩闻名。,
explain,解释,/ɛksplˈeɪn/,"Can you explain the rules again, please?",你能再解释一下规则吗？,v. 解释；说明。explain sth. to sb.
there was,有；存在（过去式）,/ðeəwˈɒz/,There was a big tree in front of the house.,房子前面有一棵大树。,phrase. there is的过去式。表示过去某处存在某物
brilliant,棒的,/bɹˈɪlɪənt/,That was a brilliant idea.,那是一个很棒的主意。,adj. 极好的；才华横溢的
plan,计划,/plˈan/,Our plan is to visit the zoo in the morning.,我们的计划是上午去动物园。,
helpful,乐于助人的,/hˈɛlpfəl/,The shop assistant was friendly and helpful.,店员既友好又乐于助人。,adj. 有帮助的。be helpful to sb.
each day,每天,/ˈiːtʃ dˈeɪ/,She practises English for twenty minutes each day.,她每天练习英语二十分钟。,
get a job,得到一个工作,/ɡɛt ɐ dʒˈɒb/,He wants to get a job in a hotel this summer.,他今年夏天想在酒店找一份工作。,
blog,博客,/blˈɒɡ/,I wrote a blog about my trip to Scotland.,我写了一篇关于苏格兰之旅的博客。,n./v. 博客；写博客
experience,经历,/ɛkspˈiəɹɪəns/,Working in a shop gave her useful experience.,在商店工作给了她有用的经验。,n./v. 经验；经历。可数(一次经历)或不可数(经验)
remember,记得,/ɹɪmˈɛmbə/,Please remember to bring your sports shoes.,请记得带运动鞋。,v. 记住。remember to do(记得去做) / doing(记得做过)
Mars,火星,/mˈɑːz/,Scientists hope to send people to Mars one day.,科学家希望有一天把人送上火星。,
planet,星球,/plˈanɪt/,Jupiter is the largest planet in our solar system.,木星是太阳系中最大的行星。,n. 行星。the planet Mars 火星
answer questions,回答问题,/ˈansə kwˈɛstʃənz/,Please answer questions about the text.,请回答关于这篇课文的问题。,
ask questions,问问题,/ˈask kwˈɛstʃənz/,Don’t be afraid to ask questions in class.,不要害怕在课堂上提问。,
was chosen,被选中了（被动过去式）,/wɒz tʃˈəʊzən/,Mia was chosen to sing at the concert.,米娅被选中在音乐会上唱歌。,phrase. be chosen的过去式被动语态。choose-chose-chosen
advice,建议,/ɐdvˈaɪs/,My teacher gave me some useful advice about writing.,老师给了我一些关于写作的有用建议。,n. 建议(不可数)。a piece of advice 一条建议
discuss,讨论,/dɪskˈʌs/,We need to discuss the project before we start.,开始之前我们需要讨论这个项目。,v. 讨论。discuss sth. with sb.(不加 about)
return,回去,/ɹɪtˈɜːn/,Please return the books by Friday.,请在周五前归还这些书。,v./n. 返回；归还。return ticket 往返票
cheap,便宜的,/tʃˈiːp/,This restaurant is cheap and the food is good.,这家餐馆便宜，而且食物不错。,adj. 便宜的。反义词 expensive
unusual,不寻常的,/ʌnjˈuːʒuːəl/,It is unusual to see snow here in April.,这里四月份下雪很少见。,adj. 不寻常的。反义词 usual 通常的
friendly staff,友好的员工,/fɹˈɛndli stˈaf/,The hotel has clean rooms and friendly staff.,这家酒店房间干净，员工友好。,
serve,提供,/sˈɜːv/,They serve breakfast from seven to ten.,他们从七点到十点供应早餐。,v. 服务；上菜。service n. 服务
project,专题作业,/pɹˈɒdʒɛkt/,Our science project is about clean water.,我们的科学项目是关于清洁用水的。,n. 项目；课题
change the subject,换主题,/tʃˈeɪndʒ sˈʌbdʒɛkt/,Let’s change the subject and talk about the weekend.,我们换个话题，聊聊周末吧。,
leather,皮革,/lˈɛðə/,He bought a small leather bag at the market.,他在市场买了一个小皮包。,n./adj. 皮革(的)。a leather bag 皮包
size,大小,/sˈaɪz/,Do you have this shirt in a smaller size?,这件衬衫有小一点的尺码吗？,n. 尺寸；大小。What size? 什么尺码？
bright colours,明亮的颜色（复数）,/bɹˈaɪt kˈʌləz/,Children often like clothes in bright colours.,孩子们通常喜欢颜色鲜艳的衣服。,
leave a message,留个信息,/lˈiːv ɐ mˈɛsɪdʒ/,"Please leave a message if nobody answers the phone.",如果没人接电话，请留个口信。,
offer her a lift,给她搭顺风车,/ˈɒfə hɜːɹ ɐ lˈɪft/,I can offer her a lift to the station.,我可以开车送她去车站。,
surfing,冲浪,/sˈɜːfɪŋ/,"Surfing is difficult, but it is exciting.",冲浪很难，但很刺激。,n. 冲浪。go surfing 去冲浪
ask her about directions,问她路,/ˈask hɜːɹ ɐbˌaʊt daɪɹˈɛkʃənz/,I will ask her about directions to the theatre.,我会问她去剧院的路怎么走。,
upset,不安的,/ʌpsˈɛt/,Ben was upset when he lost his ticket.,本丢了票后很难过。,adj. 不安的；难过的。be upset about sth.
