hockey,曲棍球,/hˈɒki/,Hockey is a popular sport in Canada.,曲棍球在加拿大是一项很流行的运动。,n. 曲棍球；冰球
skating,滑冰,/skˈe‍ɪtɪŋ/,We go skating in winter.,我们冬天去滑冰。,
skiing,滑雪,/skˈiːɪŋ/,Skiing is my favourite winter sport.,滑雪是我最喜欢的冬季运动。,n. 滑雪。go skiing 去滑雪
see films,看电影,/sˈiː fˈɪlmz/,I often see films with my friends.,我经常和朋友一起看电影。,
collect stamps,集邮,/kəlˈɛkt stˈamps/,I often collect stamps with my friends.,我经常和朋友一起集邮。,
ride a bike,骑自行车,/ɹˈa‍ɪd ɐ bˈa‍ɪk/,I often ride a bike with my friends.,我经常和朋友一起骑自行车。,
ride a horse,骑马,/ɹˈa‍ɪd ɐ hˈɔːs/,I often ride a horse with my friends.,我经常和朋友一起骑马。,
take photos,拍照,/tˈe‍ɪk fˈə‍ʊtə‍ʊz/,I often take photos with my friends.,我经常和朋友一起拍照。,
row a boat,划船,/ɹˈə‍ʊ ɐ bˈə‍ʊt/,I often row a boat with my friends.,我经常和朋友一起划船。,
maths,数学,/mˈaθs/,I'm good at maths.,我数学很好。,
music,音乐,/mjˈuːzɪk/,She likes listening to music.,她喜欢听音乐。,
science,科学,/sˈa‍ɪ‍əns/,We have science class on Monday.,我们星期一有科学课。,
always,总是,/ˈɔːlwe‍ɪz/,I always get up early.,我总是早起。,adv. 总是(频率最高)。频率副词序：always>usually>often>sometimes>never
sometimes,有时,/sˈʌmta‍ɪmz/,I sometimes walk to school.,我有时步行去学校。,adv. 有时候
never,从不,/nˈɛvə/,I never eat candy before bed.,我从不在睡前吃糖。,adv. 从不(频率为零)
make friends,交朋友,/mˌe‍ɪk fɹˈɛndz/,I often make friends with my friends.,我经常和朋友一起交朋友。,
hobbies,爱好,/hˈɒbɪz/,What are your hobbies?,你的爱好是什么？,
do chores,做家务,/dˈuː t‍ʃˈɔːz/,We talked about do chores in class today.,我们今天在课堂上谈到了做家务。,
housework,家务,/hˈa‍ʊswɜːk/,I help my mum with housework.,我帮妈妈做家务。,n. 家务(不可数)。do housework 做家务
cook dinner,做晚饭,/kˈʊk dˈɪnə/,I often cook dinner with my friends.,我经常和朋友一起做晚饭。,
wash clothes,洗衣服,/wˈɒʃ klˈə‍ʊðz/,I often wash clothes with my friends.,我经常和朋友一起洗衣服。,
tidy the desk,整理书桌,/tˈa‍ɪdi ðə dˈɛsk/,I often tidy the desk with my friends.,我经常和朋友一起整理书桌。,
sweep the floor,扫地,/swˈiːp ðə flˈɔː/,I often sweep the floor with my friends.,我经常和朋友一起扫地。,
library,图书馆,/lˈa‍ɪbɹəɹi/,I like to read in the library.,我喜欢在图书馆读书。,n. 图书馆。librarian n. 图书管理员
beach,海滩,/bˈiːt‍ʃ/,We play on the beach in summer.,我们夏天在海滩上玩。,n. 海滩。on the beach 在海滩上
bookstore,书店,/bˈʊkstɔː/,I bought a new book at the bookstore.,我在书店买了一本新书。,n. 书店。= bookshop(英式)
bank,银行,/bˈaŋk/,My mother works at a bank.,我妈妈在银行工作。,
post office,邮局,/pˈə‍ʊst ˈɒfɪs/,There is a post office near my home.,我家附近有一个邮局。,n. 邮局
stadium,体育场,/stˈe‍ɪdi‍əm/,There is a stadium near my home.,我家附近有一个体育场。,n. 体育场；体育馆
family,家人,/fˈamɪli/,I love my family.,我爱我的家人。,
danced,跳舞了,/dˈanst/,We danced at the party last night.,我们昨晚在聚会上跳舞了。,
watched,观看了,/wˈɒt‍ʃt/,I watched a movie yesterday.,我昨天看了一部电影。,
jumped,跳了,/d‍ʒˈʌmpt/,The cat jumped onto the table.,猫跳到了桌子上。,
listened,听了,/lˈɪsənd/,I listened to music after school.,我放学后听了音乐。,
rowed,划了,/ɹˈə‍ʊd/,We rowed a boat on the lake.,我们在湖上划了船。,
played,玩了,/plˈe‍ɪd/,The children played in the park.,孩子们在公园里玩了。,
was,是（am/is 的过去式）,/wˈɒz/,He was happy yesterday.,他昨天很开心。,
were,是（are 的过去式）,/wˈɜː/,They were at school this morning.,他们今天早上在学校。,
did,做了,/dˈɪd/,What did you do last weekend?,你上个周末做了什么？,
won,赢了,/wˈʌn/,Our team won the game!,我们队赢了比赛！,
went,去了,/wˈɛnt/,I went to the park yesterday.,我昨天去了公园。,
drank,喝了,/dɹˈaŋk/,She drank a glass of milk.,她喝了一杯牛奶。,
swam,游泳了,/swˈam/,We swam in the pool last summer.,我们去年夏天在游泳池游泳了。,
ate,吃了,/ˈe‍ɪt/,I ate an apple for breakfast.,我早饭吃了一个苹果。,
bought,买了,/bˈɔːt/,She bought a new dress.,她买了一条新裙子。,
took,拿了；拍了,/tˈʊk/,He took a photo of the sunset.,他拍了一张日落的照片。,
saw,看见了,/sˈɔː/,I saw a rainbow this morning.,我今天早上看见了一道彩虹。,
slept,睡觉了,/slˈɛpt/,The baby slept all night.,宝宝睡了一整夜。,
felt,感觉到,/fˈɛlt/,I felt happy after the test.,考试后我感到很开心。,
made,制作了,/mˈe‍ɪd/,She made a birthday card for me.,她给我做了一张生日贺卡。,
drew,画了,/dɹˈuː/,He drew a picture of a cat.,他画了一只猫。,
read,读了,/ɹˈiːd/,I read a story before bed.,我睡前读了一个故事。,
sang,唱了,/sˈaŋ/,We sang songs at the party.,我们在聚会上唱了歌。,
ran,跑了,/ɹˈan/,He ran fast in the race.,他在比赛中跑得很快。,
had,有；吃了,/hˈad/,I had a great time at the zoo.,我在动物园玩得很开心。,
swept,扫了,/swˈɛpt/,I swept the floor after dinner.,晚饭后我扫了地。,
came,来了,/kˈe‍ɪm/,My friend came to visit me.,我的朋友来看我了。,
flew,飞了,/flˈuː/,The bird flew high in the sky.,鸟儿在天空中飞得很高。,
rode,骑了,/ɹˈə‍ʊd/,She rode a bike to school.,她骑自行车去学校。,
