everywhere,到处,/ˈɛvɹɪwˌeə/,I looked everywhere for my keys.,我到处找我的钥匙。,adv. 到处；每个地方
in fact,事实上,/ɪn fˈakt/,He is in fact very kind.,事实上他非常善良。,phrase. 事实上；实际上
somewhere,某个地方,/sˈʌmwˌeə/,Let's go somewhere quiet.,我们去个安静的地方吧。,adv. 在某处；到某处
agree,同意,/ɐɡɹˈiː/,I agree with you.,我同意你的看法。,v. 同意。agree with sb. / agree to do sth.
anywhere,任何地方,/ˈɛnɪwˌeə/,I can't find it anywhere.,我哪儿都找不到它。,adv. 任何地方(用于否定/疑问句)
possible,可能的,/pˈɒsəbəl/,Is it possible to finish today?,今天有可能完成吗？,adj. 可能的。反义词 impossible
fact,事实,/fˈakt/,It is a fact that the earth is round.,地球是圆的，这是一个事实。,n. 事实。in fact 事实上
spend,度过,/spˈɛnd/,We spend our holidays at the beach.,我们在海滩度过假期。,v. 花费；度过。spend time/money on sth.
reason,原因,/ɹˈiːzən/,Tell me the reason for your choice.,告诉我你选择的原因。,n. 原因；理由。the reason for/why...
need,需要,/nˈiːd/,You need to rest.,你需要休息。,v./n. 需要。need to do sth.
answer,回答,/ˈɑːnsə/,Please answer my question.,请回答我的问题。,v./n. 回答；答案
able,能,/ˈeɪbəl/,She is able to swim well.,她能游得很好。,adj. 有能力的。be able to do sth.
allow,允许,/ɐlˈaʊ/,My parents allow me to play games.,我父母允许我玩游戏。,v. 允许。allow sb. to do sth.
available,可获得的,/ɐvˈeɪləbəl/,The book is available in the library.,这本书在图书馆可以借到。,adj. 可获得的；可用的
suppose,认为,/səpˈəʊz/,I suppose you are right.,我认为你是对的。,v. 认为；猜想。I suppose so 我想是的
visitor,拜访者,/vˈɪzɪtə/,Every visitor must show a ticket.,每位访客都必须出示门票。,n. 访客；游客。visit → visitor
family member,家庭成员,/fˈamɪli mˈɛmbə/,Each family member has a job to do.,每个家庭成员都有一项任务要做。,n. 家庭成员
tour guide,导游,/tˈʊə ɡˈaɪd/,Our tour guide told us many stories.,我们的导游给我们讲了许多故事。,n. 导游
campsite,营地,/kˈampsaɪt/,The campsite is near a river.,营地靠近一条河。,n. 露营地。camp + site
job,工作,/dʒˈɒb/,My mother has a new job.,我妈妈有了一份新工作。,n. 工作；职业
crowded,拥挤的,/kɹˈaʊdɪd/,The train was very crowded.,火车非常拥挤。,adj. 拥挤的。a crowded bus 拥挤的公共汽车
musician,音乐家,/mjuːzˈɪʃən/,She is a famous musician.,她是一位著名的音乐家。,n. 音乐家。music → musician
pleased,高兴的,/plˈiːzd/,I am pleased to meet you.,我很高兴见到你。,adj. 高兴的；满意的。be pleased to do
exciting journey,令人兴奋的旅程,/ɛksˈaɪtɪŋ dʒˈɜːni/,We had an exciting journey to the mountains.,我们有一段令人兴奋的山间旅程。,phrase. exciting 令人兴奋的 + journey 旅程
worried,担心的,/wˈʌɹid/,He was worried about the test.,他担心考试。,adj. 担心的。be worried about sth.
sure,确定,/ʃˈʊə/,I am sure you will pass.,我确定你会通过。,adj. 确信的。be sure of/that...
probably,可能,/pɹˈɒbəbli/,It will probably rain tomorrow.,明天可能会下雨。,adv. 很可能。probable adj. 可能的
healthy,健康的,/hˈɛlθi/,Eating fruit keeps you healthy.,吃水果让你保持健康。,adj. 健康的。keep healthy 保持健康
basketball court,篮球场,/bˈɑːskɪtbɔːl kˈɔːt/,We play on the basketball court after school.,我们放学后在篮球场打球。,n. 篮球场。court 球场(篮球/网球)
health,健康,/hˈɛlθ/,Good food is important for your health.,好的食物对你的健康很重要。,n. 健康(不可数)。healthy adj. 健康的
garden,花园,/ɡˈɑːdən/,There are roses in the garden.,花园里有玫瑰花。,n. 花园
table tennis,乒乓球,/tˈeɪbəl tˈɛnɪs/,They play table tennis every weekend.,他们每个周末打乒乓球。,n. 乒乓球。= ping-pong
playground,操场,/plˈeɪɡɹaʊnd/,The children are on the playground.,孩子们在操场上。,n. 操场；游乐场
