like...,像...,/lˈaɪk/,The bag looks like a small animal.,这个包看起来像一只小动物。,
got lost,迷路,/ɡɒt lˈɒst/,We got lost in the old part of the city.,我们在老城区迷路了。,
plan to return,计划再回去,/plˈan tə ɹɪtˈɜːn/,We plan to return to the campsite next summer.,我们计划明年夏天再回到这个营地。,
various exhibition,各种各样的展览,/vˈeəɹɪəs ɛksɪbˈɪʃən/,The gallery has various exhibitions for young visitors.,这家美术馆为年轻游客举办各种展览。,
alone,独自,/ɐlˈəʊn/,I don’t like walking home alone at night.,我不喜欢晚上一个人走路回家。,
join a class,上课,/dʒˈɔɪn ɐ klˈas/,You can join a class if you want to learn drawing.,如果你想学画画，可以报名上课。,
exhibition,展览,/ɛksɪbˈɪʃən/,The photo exhibition opens on Saturday.,摄影展周六开幕。,n. 展览。art exhibition 艺术展
on my own,我自己,/ˌɒn maɪ ˈəʊn/,I made this model on my own.,这个模型是我自己做的。,
career,职业,/kəɹˈiə/,She wants a career in science when she leaves school.,她毕业后想从事科学方面的职业。,n. 职业；事业。指长期从事的工作方向，比 job 更正式
the busiest part,最忙的部分,/ðə bˈɪziəst pˈɑːt/,The busiest part of the day is usually lunchtime.,一天中最忙的时候通常是午餐时间。,
take part in...,参加,/tˈeɪk pˈɑːt ˈɪn/,Many students take part in the school concert.,许多学生参加学校音乐会。,
decide to go back,决定回去,/dɪsˈaɪd tə ɡˌəʊ bˈak/,They decided to go back because it started raining.,因为开始下雨了，他们决定回去。,
activity,活动,/aktˈɪvɪti/,Cycling is my favourite outdoor activity.,骑自行车是我最喜欢的户外活动。,n. 活动(可数)。outdoor activities 户外活动
journalist,记者,/dʒˈɜːnəlˌɪst/,The journalist asked the actor about his new film.,记者问了演员关于他新电影的问题。,n. 记者；新闻工作者
more popular,更受欢迎,/mˈɔː pˈɒpjʊlə/,Online games are becoming more popular with teenagers.,网络游戏越来越受青少年欢迎。,
area,地区,/ˈeəɹiə/,This area is famous for its old buildings.,这个地区以古老建筑闻名。,n. 地区；区域；面积
ask for directions,问路,/ˈask fɔː daɪɹˈɛkʃənz/,We stopped at a shop to ask for directions.,我们在一家商店停下来问路。,
a large number of,大量的,/ɐ lˈɑːdʒ nˈʌmbəɹ ɒv/,A large number of people visited the museum last year.,去年有大量的人参观了这家博物馆。,
however,但是,/haʊˈɛvə/,"The hotel was small; however, it was very comfortable.",这家酒店很小，然而非常舒适。,adv./conj. 然而；不过(转折)
cycling,骑自行车,/sˈaɪklɪŋ/,Cycling to school is faster than walking.,骑自行车上学比走路快。,n. 骑自行车。go cycling 去骑车
baseball,棒球,/bˈeɪsbɔːl/,Baseball is very popular in Japan and the USA.,棒球在日本和美国很受欢迎。,n. 棒球
hockey,曲棍球,/hˈɒki/,They play hockey on the school field every Friday.,他们每周五在学校操场打曲棍球。,n. 曲棍球；冰球
tennis,网球,/tˈɛnɪs/,He plays tennis every Saturday morning.,他每周六早上打网球。,
story,故事,/stˈɔːɹi/,The story is about a boy who finds a lost dog.,这个故事讲的是一个男孩找到一只走失的狗。,
have many ways to play,有很多玩法,/hav mˈɛni wˈeɪz tə plˈeɪ/,"This game has many ways to play, so it never gets boring.",这个游戏有很多玩法，所以从不无聊。,
stories,故事,/stˈɔːɹiz/,My grandfather tells wonderful stories about his childhood.,我爷爷讲很多关于他童年的精彩故事。,
because,因为,/bɪkˈʌz/,I stayed at home because it was raining.,因为下雨，我待在家里。,
