hope,希望,/hˈəʊp/,I hope we can meet again soon.,我希望我们很快能再见面。,v./n. 希望。hope to do sth. / hope that...
textbook,课本,/tˈɛkstbʊk/,Please open your textbook on page twenty.,请把课本翻到第20页。,n. 教科书；课本
meal,饭菜,/mˈiːl/,Lunch was the best meal of the day.,午餐是一天中最好的一顿饭。,n. 一餐。three meals a day 一日三餐
popular,受欢迎的,/pˈɒpjʊlə/,This café is popular with students after school.,这家咖啡馆放学后很受学生欢迎。,adj. 受欢迎的；流行的。be popular with 受…欢迎
chef,厨师,/ʃˈɛf/,The chef made a wonderful fish soup.,厨师做了一道很棒的鱼汤。,n. 厨师(尤指餐厅主厨)
turn into a hotel,变成一个酒店,/tˈɜːn ˌɪntʊ ɐ həʊtˈɛl/,The old school will turn into a hotel next year.,这所旧学校明年会变成一家酒店。,
tour guide,导游,/tˈʊə ɡˈaɪd/,Our tour guide told us many stories about the city.,我们的导游给我们讲了许多关于这座城市的故事。,n. 导游
instrument,乐器,/ˈɪnstɹəmənt/,Which musical instrument can you play?,你会演奏哪种乐器？,n. 乐器；工具。musical instrument 乐器
partner,搭档,/pˈɑːtnə/,Choose a partner and practise the dialogue.,选一个搭档练习对话。,n. 伙伴；搭档
go skateboarding,滑滑板,/ɡˌəʊ skˈeɪtbɔːdɪŋ/,We often go skateboarding in the park after school.,我们放学后经常去公园滑滑板。,
community,社区；小区,/kəmjˈuːnɪti/,My best friend and I live in the same community.,我和我最好的朋友住在同一个小区。,n. 社区；小区。a local community 当地社区
skiing,滑雪,/skˈiːɪŋ/,We went skiing in the mountains last winter.,去年冬天我们去山里滑雪了。,n. 滑雪。go skiing 去滑雪
twice a week,一周两次,/twˈaɪs ɐ wˈiːk/,I go swimming twice a week.,我每周游泳两次。,
two days ago,两天前,/tˈuː dˈeɪz ɐɡˈəʊ/,I saw Jack at the library two days ago.,两天前我在图书馆见到了杰克。,phrase. 两天前。ago表示从现在往前推的时间
once a week,一周一次,/wˈɒns ɐ wˈiːk/,My music class is once a week.,我的音乐课每周一次。,
five times a week,一周五次,/fˈaɪv tˈaɪmz ɐ wˈiːk/,She practises the piano five times a week.,她每周练五次钢琴。,
