moved to...,搬到了...（过去式）,/mˈuːvd tuː/,We moved to a bigger flat last year.,我们去年搬到了一个更大的公寓。,phrase. move to...的过去式。搬到某地
a month ago,一个月前,/ɐ mˈʌnθ ɐɡˈəʊ/,I started this course a month ago.,我一个月前开始上这门课。,
improve,提高,/ɪmpɹˈuːv/,Reading every day will improve your vocabulary.,每天阅读会提高你的词汇量。,v. 改善；提高。improvement n. 改进
the stories they told,他们讲过的故事（过去式+复数）,/ðə stˈɔːɹiz ðeɪ tˈəʊld/,The stories they told made everyone laugh.,他们讲的故事让大家都笑了。,phrase. told是tell的过去式；stories是story的复数
filmmaking,电影制作,/fˈɪlmeɪkɪŋ/,"Filmmaking is hard work, but I really enjoy it.",电影制作很辛苦，但我真的很喜欢。,n. 电影制作
become a boat captain,成为一个船长,/bɪkˌʌm ɐ bˈəʊt kˈaptɪn/,He hopes to become a boat captain one day.,他希望有一天成为船长。,
pavement,人行道,/pˈeɪvmənt/,Don’t ride your bike on the pavement.,不要在人行道上骑自行车。,n. 人行道(英式)。美式用 sidewalk
study hard,努力学习,/stˈʌdi hˈɑːd/,"If you study hard, you will pass the exam.",如果你努力学习，你会通过考试。,
popular,受欢迎的,/pˈɒpjʊlə/,This café is popular with students after school.,这家咖啡馆放学后很受学生欢迎。,adj. 受欢迎的；流行的。be popular with 受…欢迎
the most famous book,最有名的书,/ðə mˈəʊst fˈeɪməs bˈʊk/,This is the most famous book by the writer.,这是这位作家最有名的书。,
rides,游乐设施（复数）,/ɹˈaɪdz/,The children loved the rides at the funfair.,孩子们喜欢游乐场的游乐设施。,n. ride的复数形式。游乐设施；骑行
the latest game,最新的游戏,/ðə lˈeɪtəst ɡˈeɪm/,Have you tried the latest game on this website?,你试过这个网站上最新的游戏吗？,
very easy to play,玩起来很简单,/ɪt ɪz vˈɛɹi ˈiːzi tə plˈeɪ/,This board game is very easy to play.,这个棋盘游戏玩起来很简单。,
film business,电影行业,/fˈɪlm bˈɪznəs/,Her father works in the film business.,她父亲在电影行业工作。,
crowded,拥挤的,/kɹˈaʊdɪd/,The train was so crowded that we had to stand.,火车太拥挤了，我们不得不站着。,adj. 拥挤的。a crowded bus 拥挤的公共汽车
