pick up,捡起；拿走,/pˈɪk ˈʌp/,Please pick up the book from the floor.,请把书从地上捡起来。,phrase. 捡起；拾起；(顺路)接某人
a special event,一个特殊的活动,/ɐ spˈɛʃəl ɪvˈɛnt/,The school held a special event yesterday.,学校昨天举办了一场特殊的活动。,phrase. event n. 事件；活动
trainers,运动鞋（复数）,/tɹˈeɪnəz/,He bought new trainers for running.,他买了新的跑步运动鞋。,n. trainer的复数(英式，运动鞋)
science book,科学书,/sˈaɪəns bˈʊk/,I forgot my science book at home.,我把科学书忘在家里了。,n. 科学课本
football practice,足球训练,/fˈʊtbɔːl pɹˈaktɪs/,We have football practice after school.,我们放学后有足球训练。,n. 足球练习
useful,有用的,/jˈuːsfəl/,This app is very useful.,这个应用非常有用。,adj. 有用的。use → useful
missing,丢失的,/mˈɪsɪŋ/,My pen is missing.,我的钢笔不见了。,adj. 丢失的；缺少的
need,需要,/nˈiːd/,I need some water.,我需要一些水。,v./n. 需要。need to do sth.
exactly,正好,/ɛɡzˈaktli/,That is exactly what I wanted.,那正是我想要的。,adv. 恰好；确切地
leave,离开,/lˈiːv/,We leave home at seven every morning.,我们每天早上七点离开家。,v. 离开；留下。leave-left-left
possible,可能的,/pˈɒsəbəl/,Is it possible to change my ticket?,可以改我的票吗？,adj. 可能的。反义词 impossible
adventure park,冒险公园,/ɐdvˈɛntʃə pˈɑːk/,We had fun at the adventure park.,我们在冒险公园玩得很开心。,n. 冒险乐园
offer to,提供,/ˈɒfə tuː/,My friends often offer to help me.,我的朋友常常主动帮我。,phrase. 主动提出做某事。offer to do sth.
enter,进入,/ˈɛntə/,You cannot enter without a ticket.,没有票不能进入。,v. 进入；参加
the same as,和...一样,/ðə sˈeɪm az/,My bag is the same as yours.,我的包和你的一样。,phrase. 与…相同
already,已经,/ɔːlɹˈɛdi/,I have already finished my homework.,我已经完成作业了。,adv. 已经(用于肯定句)
What a shame!,多可惜呀！,/wˌɒt ɐ ʃˈeɪm/,What a shame! We missed the bus.,真可惜！我们错过了公交车。,phrase. 真遗憾！真可惜！
enter a competition,参加竞赛,/ˈɛntəɹ ɐ kˌɒmpətˈɪʃən/,She wants to enter a competition.,她想参加一场比赛。,phrase. 参赛。enter 参加
staff,员工,/stˈaf/,The library staff are very helpful.,图书馆的工作人员很乐于助人。,n. 全体员工(集合名词)
miss,错过,/mˈɪs/,Don't miss the last train.,别错过末班车。,v. 错过；想念
in a meeting,在开会,/ɪn ɐ mˈiːtɪŋ/,My father is in a meeting now.,我爸爸现在在开会。,phrase. 在开会中
upload,上传,/ˌʌplˈəʊd/,Please upload your photo to the website.,请把你的照片上传到网站。,v. 上传。反义词 download 下载
borrow,借,/bˈɒɹəʊ/,Can I borrow your pen?,我能借你的钢笔吗？,v. 借入。反义词 lend 借出
at the moment,此时此刻,/at ðə mˈəʊmənt/,I am busy at the moment.,我此刻很忙。,phrase. 此刻；目前
bowls,碗（复数）,/bˈəʊlz/,There are three bowls on the table.,桌子上有三个碗。,n. bowl的复数形式
surname,姓,/sˈɜːneɪm/,Please write your surname here.,请把你的姓写在这里。,n. 姓氏。= family name
notebooks,笔记本（复数）,/nˈəʊtbʊks/,She bought two notebooks.,她买了两个笔记本。,n. notebook的复数形式
coach,大巴车,/kˈəʊtʃ/,We went to London by coach.,我们坐大巴去了伦敦。,n. 长途汽车；教练
dolphin,海豚,/dˈɒlfɪn/,We saw a dolphin at the aquarium.,我们在水族馆看到了一只海豚。,n. 海豚
made of,由...制成,/mˈeɪd ɒv/,This bottle is made of glass.,这个瓶子是玻璃做的。,phrase. 由…制成(看得出原材料)。be made of
tidy,整洁的,/tˈaɪdi/,Her room is always tidy.,她的房间总是很整洁。,adj. 整洁的；v. 整理
dark,暗色的,/dˈɑːk/,The room was very dark.,房间里很暗。,adj. 黑暗的；深色的
unusual,不寻常的,/ʌnjˈuːʒuːəl/,It is unusual to see snow here.,在这里见到雪很少见。,adj. 不寻常的。反义词 usual
rode a bike,骑了自行车（过去式）,/ɹˈəʊd ɐ bˈaɪk/,She rode a bike to school yesterday.,她昨天骑自行车去上学。,phrase. ride a bike的过去式。ride-rode-ridden
street,街道,/stɹˈiːt/,There are many shops on this street.,这条街上有很多商店。,n. 街道。in the street 在街上
called,打电话了（过去式）,/kˈɔːld/,I called my friend last night.,我昨晚给朋友打了电话。,v. call的过去式。打电话；称呼
knee,膝盖,/nˈiː/,He hurt his knee while playing.,他玩耍时伤了膝盖。,n. 膝盖
finally,最后,/fˈaɪnəli/,We finally arrived home.,我们终于到家了。,adv. 最后；终于
