describe,描述,/dɪskɹˈaɪb/,Can you describe the man you saw at the station?,你能描述一下你在车站看到的那个人吗？,v. 描述。describe sth. to sb.
campsite,营地,/kˈampsaɪt/,The campsite is near a river and a small shop.,营地靠近一条河和一家小商店。,n. 露营地。camp + site
explain,解释,/ɛksplˈeɪn/,"Can you explain the rules again, please?",你能再解释一下规则吗？,v. 解释；说明。explain sth. to sb.
in the south of the country,这个国家南部,/ɪnðə sˈaʊθ ɒvðə kˈʌntɹi/,The city is in the south of the country.,这座城市在这个国家的南部。,
market,集市,/mˈɑːkɪt/,We bought fresh fruit at the market.,我们在集市上买了新鲜水果。,n. 市场。supermarket 超市
in the north of the country,这个国家北部,/ɪnðə nˈɔːθ ɒvðə kˈʌntɹi/,There are high mountains in the north of the country.,这个国家北部有高山。,
plan,计划,/plˈan/,Our plan is to visit the zoo in the morning.,我们的计划是上午去动物园。,
there was,有,/ðeəwˈɒz/,There was a big tree in front of the house.,房子前面有一棵大树。,
improve,提高,/ɪmpɹˈuːv/,Reading every day will improve your vocabulary.,每天阅读会提高你的词汇量。,v. 改善；提高。improvement n. 改进
there were,有,/ðeəwˈɜː/,There were many people waiting outside the theatre.,剧院外有很多人在等候。,
beach,海滩,/bˈiːtʃ/,The children built a sandcastle on the beach.,孩子们在海滩上堆了一个沙堡。,n. 海滩。on the beach 在海滩上
practice,练习,/pɹˈaktɪs/,You need more practice before the concert.,音乐会前你需要更多练习。,n./v. 练习；实践。practice doing sth.
French,法语,/fɹˈɛntʃ/,She is learning French at school.,她在学校学法语。,
last June,去年六月,/lˈast dʒˈuːn/,We visited the island last June.,我们去年六月参观了那个岛。,
crowded,拥挤的,/kɹˈaʊdɪd/,The train was so crowded that we had to stand.,火车太拥挤了，我们不得不站着。,adj. 拥挤的。a crowded bus 拥挤的公共汽车
attractive,吸引人的,/ɐtɹˈaktɪv/,The old town is very attractive in the evening.,这座老城在晚上非常有吸引力。,adj. 有吸引力的；迷人的。attract v. 吸引
course,课程,/kˈɔːs/,I joined a short course in photography.,我参加了一个短期摄影课程。,n. 课程；过程。of course 当然
sell-sold,卖,/sˈɛlsˈəʊld/,They sold ice cream outside the cinema.,他们在电影院外卖冰激凌。,
artist,艺术家,/ˈɑːtɪst/,The artist painted a picture of the old bridge.,那位艺术家画了一幅老桥的画。,n. 艺术家。art → artist
cycling,骑行,/sˈaɪklɪŋ/,Cycling to school is faster than walking.,骑自行车上学比走路快。,n. 骑自行车。go cycling 去骑车
agree,同意,/ɐɡɹˈiː/,I agree with you about the music.,我同意你对这首音乐的看法。,v. 同意。agree with sb. / agree to do sth.
windsurfing,风帆旅行,/wˈɪndsɜːfɪŋ/,We tried windsurfing during our holiday by the sea.,我们在海边度假时尝试了风帆冲浪。,n. 帆板运动
barbecue,烧烤,/bˈɑːbɪkjˌuː/,We had a barbecue in the garden on Sunday.,我们周日在花园里烧烤。,n./v. 烧烤。= BBQ
sailing lesson,乘船旅行课,/sˈeɪlɪŋ lˈɛsən/,My first sailing lesson was on a windy day.,我的第一堂帆船课是在一个有风的日子。,
finish too soon,结束的太快,/fˈɪnɪʃ tˈuː sˈuːn/,The film was so good that it seemed to finish too soon.,电影太好看了，感觉结束得太快了。,
instruction,指令,/ɪnstɹˈʌkʃən/,Read the instructions before you start the game.,开始游戏前请阅读说明。,n. 指示；说明(常用复数 instructions)
magazine,杂志,/mˌaɡɐzˈiːn/,I read an article about animals in a magazine.,我在一本杂志上读到一篇关于动物的文章。,n. 杂志
deep water,很深的水,/dˈiːp wˈɔːtə/,Children must not swim in deep water alone.,孩子们不能独自在深水区游泳。,
length,长度,/lˈɛŋθ/,What is the length of the swimming pool?,这个游泳池有多长？,n. 长度。long → length
warm enough,足够暖和,/wˈɔːm ɪnˈʌf/,The water wasn’t warm enough for swimming.,水不够暖，不能游泳。,
one of the stars,其中一个明星,/wˈɒn ɒvðə stˈɑːz/,One of the stars of the film came to our school.,这部电影的一位明星来到了我们学校。,
the way it ended,它结束的方式,/ðə wˈeɪ ɪt ˈɛndɪd/,I didn’t like the way it ended.,我不喜欢它结尾的方式。,
the main actor,主演,/ðə mˈeɪn ˈaktə/,The main actor in the film is very funny.,这部电影的主演很有趣。,
jewelry,首饰,/dʒˈuːəlɹi/,The shop sells handmade jewelry.,这家商店出售手工首饰。,n. 珠宝(总称，不可数)。a piece of jewelry 一件珠宝
return,返还,/ɹɪtˈɜːn/,Please return the books by Friday.,请在周五前归还这些书。,v./n. 返回；归还。return ticket 往返票
