book,预定,/bˈʊk/,We need to book the tickets before Friday.,我们需要在周五前预订票。,v./n. 预订；书。book a ticket 订票
would like to,愿意,/wʊd lˈaɪk tuː/,I would like to join the photography club.,我想加入摄影俱乐部。,phrase. 想要(礼貌表达)。= want to
let,让,/lˈɛt/,My parents let me stay up late on Saturdays.,我父母允许我周六晚点睡。,
change,改变,/tʃˈeɪndʒ/,"Can I change my seat, please?",我可以换座位吗？,v./n. 改变；零钱
older than me,比我老,/ˈəʊldə ðɐn mˌiː/,My cousin is two years older than me.,我表哥比我大两岁。,
check,确定,/tʃˈɛk/,Please check your answers before you hand in the test.,交卷前请检查你的答案。,v./n. 检查；核实。check in 登记入住
as much as...,像...一样多,/az mˈʌtʃ az/,You can eat as much as you like.,你想吃多少就可以吃多少。,
penpal,笔友,/pˈɛnpəl/,I write to my penpal in Canada every month.,我每个月给我在加拿大的笔友写信。,n. 笔友。也写作 pen pal
as much as I can,尽我所能,/az mˈʌtʃ az aɪ kˈan/,I try to read in English as much as I can.,我尽可能多地用英语阅读。,
adventure,冒险,/ɐdvˈɛntʃə/,The children had an exciting adventure in the forest.,孩子们在森林里经历了一次激动人心的冒险。,n. 冒险；奇遇。adventurous adj. 爱冒险的
adult,成年人,/ˈadʌlt/,Tickets are cheaper for children than for adults.,儿童票比成人票便宜。,n./adj. 成人(的)。反义词 child
no advertisement,没有广告,/nˈəʊ ɐdvˈɜːtɪsmənt/,"This app has no advertisements, so it is easy to use.",这个应用没有广告，所以用起来很方便。,
arrive,到达,/ɐɹˈaɪv/,What time does the bus arrive in Oxford?,公共汽车几点到达牛津？,v. 到达。arrive at(小地点)/in(大地点)
share work with classmates,和同学分享工作,/ʃˈeə wˈɜːk wɪð klˈasmeɪts/,You can share your work with classmates online.,你可以在线和同学分享你的作品。,
the most popular,最受欢迎,/ðə mˈəʊst pˈɒpjʊlə/,Football is the most popular sport in our school.,足球是我们学校最受欢迎的运动。,
website,网站,/wˈɛbsaɪt/,The museum website has information about opening times.,博物馆网站上有开放时间的信息。,n. 网站
detail,细节,/dˈiːteɪl/,Please write your name and address in the details section.,请在详细信息部分写下你的姓名和地址。,n. 细节。in detail 详细地
complete homework,完成作业,/kəmplˈiːt hˈəʊmwɜːk/,I always complete my homework before dinner.,我总是在晚饭前完成作业。,
date,日期,/dˈeɪt/,What is the date of the school trip?,学校旅行是哪一天？,n. 日期；约会。v. 约会
be able to,能够,/biː ˈeɪbəl tuː/,Will you be able to come to the party on Friday?,你周五能来参加聚会吗？,phrase. 能够(= can，但可用于更多时态)
including,包括,/ɪnklˈuːdɪŋ/,"There are ten students in the room, including me.",房间里有十名学生，包括我。,prep. 包括。include v. 包含
guided tour,有导游的旅行,/ɡˈaɪdɪd tˈʊə/,We joined a guided tour of the old castle.,我们参加了古堡的导览游。,n. 有导游的旅行
pay extra,额外付钱,/pˈeɪ ˈɛkstɹə/,You need to pay extra for lunch.,午餐需要额外付费。,
information,信息,/ˌɪnfəmˈeɪʃən/,The information desk is next to the entrance.,信息服务台在入口旁边。,n. 信息(不可数)。a piece of information 一条信息
at the stadium,在体育场,/at ðə stˈeɪdiəm/,Thousands of fans were at the stadium.,数千名球迷在体育场。,
explain,解释,/ɛksplˈeɪn/,"Can you explain the rules again, please?",你能再解释一下规则吗？,v. 解释；说明。explain sth. to sb.
practice,训练,/pɹˈaktɪs/,You need more practice before the concert.,音乐会前你需要更多练习。,n./v. 练习；实践。practice doing sth.
borrow,借,/bˈɒɹəʊ/,Can I borrow your dictionary for a minute?,我能借你的字典用一分钟吗？,v. 借入。反义词 lend 借出
offer,提供,/ˈɒfə/,The hotel can offer breakfast from seven o’clock.,酒店从七点开始供应早餐。,v./n. 提供；报价。offer sb. sth. / offer to do
opinion,观点,/əpˈɪniən/,"In my opinion, the book is better than the film.",在我看来，这本书比电影更好。,n. 意见；看法。in my opinion 在我看来
