perfect,完美的,/pˈɜːfɛkt/,This jacket is perfect for cold weather.,这件夹克非常适合寒冷天气。,adj. 完美的。perfectly adv.
beginner,初学者,/bɪɡˈɪnə/,This class is for beginners who want to learn tennis.,这门课适合想学网球的初学者。,n. 初学者。begin → beginner
per month,每个月,/pɜː mˈʌnθ/,The gym costs twenty pounds per month.,这家健身房每月收费二十英镑。,
art project,美术专题作业,/ˈɑːt pɹˈɒdʒɛkt/,We made posters for our art project.,我们为美术项目制作了海报。,
is not able to,不能,/ɪz nˌɒt ˈeɪbəl tuː/,He is not able to swim in deep water yet.,他还不能在深水里游泳。,
school groups,学校群体,/skˈuːl ɡɹˈuːps/,The museum gives discounts to school groups.,博物馆给学校团体折扣。,
receptionist,前台接待员,/ɹɪsˈɛpʃənˌɪst/,The receptionist gave us the room key.,前台接待员给了我们房间钥匙。,n. 前台接待员
a member of staff,一个员工,/ɐ mˈɛmbəɹ ɒv stˈaf/,Ask a member of staff if you need help.,如果你需要帮助，请询问一名工作人员。,
be back,回来,/biː bˈak/,I’ll be back in ten minutes.,我十分钟后回来。,
suggest,建议,/sədʒˈɛst/,I suggest taking a bus because it is cheaper.,我建议坐公共汽车，因为更便宜。,v. 建议。suggest doing sth. / suggest that...
return,还,/ɹɪtˈɜːn/,Please return the books by Friday.,请在周五前归还这些书。,v./n. 返回；归还。return ticket 往返票
immediately,立即,/ɪmˈiːdɪətli/,Please leave the building immediately.,请立即离开大楼。,adv. 立刻；马上。= at once
band practice,乐队练习,/bˈand pɹˈaktɪs/,Band practice is every Wednesday after school.,乐队排练是每周三放学后。,
decide to,决定,/dɪsˈaɪd tuː/,They decided to visit the museum after lunch.,他们决定午饭后去参观博物馆。,
buildings,建筑,/bˈɪldɪŋz/,The oldest buildings in the town are near the river.,镇上最古老的建筑在河边。,
barbecue,烧烤,/bˈɑːbɪkjˌuː/,We had a barbecue in the garden on Sunday.,我们周日在花园里烧烤。,n./v. 烧烤。= BBQ
enter competition,参加竞赛,/ˈɛntə kˌɒmpətˈɪʃən/,You must enter the competition before 18 May.,你必须在5月18日前报名参加比赛。,
tram,有轨电车,/tɹˈam/,We took a tram from the station to the museum.,我们从车站坐有轨电车去了博物馆。,n. 有轨电车
photographer,摄影师,/fətˈɒɡɹəfə/,The photographer took pictures of the race.,摄影师拍摄了比赛照片。,n. 摄影师。photo → photograph → photographer
title,标题,/tˈaɪtəl/,Write the title at the top of the page.,把标题写在页面顶部。,
skateboard,滑板,/skˈeɪtbɔːd/,He rides his skateboard to the park.,他踩滑板去公园。,n./v. 滑板
final date,最后日期,/fˈaɪnəl dˈeɪt/,The final date for entries is Monday.,提交作品的最后日期是星期一。,
found it,发现它,/fˈaʊnd ɪt/,I looked for my watch and finally found it.,我找我的手表，最后找到了。,
then,然后,/ðˈɛn/,"First wash the vegetables, then cut them into small pieces.",先洗蔬菜，然后把它们切成小块。,
didn’t find it,没发现它,/dˈɪdnt fˈaɪnd ɪt/,"We looked everywhere, but we didn’t find it.",我们到处找，但没有找到它。,
sent,送,/sˈɛnt/,She sent me a postcard from Rome.,她从罗马给我寄了一张明信片。,
sad,难过的,/sˈad/,He felt sad when his friend moved away.,朋友搬走时，他感到难过。,
borrowed,借,/bˈɒɹəʊd/,I borrowed a camera from my cousin.,我从表哥那里借了一台相机。,
gave it back,把它还回去,/ɡˈeɪv ɪt bˈak/,I borrowed his pen and gave it back after class.,我借了他的钢笔，下课后还给了他。,
lost,丢失,/lˈɒst/,I lost my wallet on the bus.,我在公共汽车上丢了钱包。,
later,后来,/lˈeɪtə/,I’ll finish my homework later.,我晚些时候会完成作业。,
